CountryID,Year,Month,Day,Latitude,Longitude,Altitude,Area,HostCultivar,GrowthStage,StemRustSeverity,StemRustIncidence,Binary disease presence
ET,2010,10,1,10.2955,37.7675,2429,-9.999900e+02,HAR-1685,3,0,0,0
ET,2010,10,1,10.3026,39.5457,2926,2.500000e-01,NaN,6,0,0,0
ET,2010,10,1,10.3053,39.5325,2905,5.000000e-01,NaN,6,0,0,0
ET,2010,10,1,10.3067,39.5585,2949,2.500000e-01,NaN,6,0,0,0
ET,2010,10,1,10.3092,37.4821,2226,-9.999900e+02,HAR-1685,3,0,0,0
ET,2010,10,1,10.3105,39.6068,3002,5.000000e-01,NaN,6,0,0,0
ET,2010,10,1,10.3132,39.5610,2551,2.500000e-01,NaN,6,0,0,0
ET,2010,10,1,10.3146,39.5864,2979,5.000000e-01,NaN,6,0,0,0
ET,2010,10,1,10.3152,39.6759,3102,2.500000e-01,NaN,6,0,0,0
ET,2010,10,1,10.3153,39.5710,2962,5.000000e-01,NaN,6,0,0,0
ET,2010,10,1,10.3162,39.6994,3166,5.000000e-01,NaN,6,0,0,0
ET,2010,10,1,10.3174,39.6351,3053,5.000000e-01,NaN,3,0,0,0
ET,2010,10,1,10.3174,37.4961,-9.999900e+02,-9.999900e+02,NaN,3,0,0,0
ET,2010,10,1,10.3306,39.6649,3115,2.500000e-01,NaN,6,0,0,0
ET,2010,10,1,10.3416,39.6517,3050,1,NaN,6,0,0,0
ET,2010,10,1,10.3552,37.5248,2189,-9.999900e+02,HAR-1685,3,0,0,0
ET,2010,10,1,10.3773,37.5405,2161,-9.999900e+02,HAR-1685,3,0,0,0
ET,2010,10,1,10.3806,39.6930,3226,5.000000e-01,NaN,6,0,0,0
ET,2010,10,1,10.3965,39.5604,2954,2.500000e-01,NaN,6,0,0,0
ET,2010,10,1,13.9035,39.5940,2381,2.500000e-01,Local,4,0,0,0
ET,2010,10,1,13.9352,39.5963,2411,2.500000e-01,Local,3,0,0,0
ET,2010,10,1,13.9784,39.5960,2419,1.300000e-01,Local,4,0,0,0
ET,2010,10,1,14.0655,39.5716,2413,1.300000e-01,Local,4,0,0,0
ET,2010,10,1,14.0819,39.5683,2438,8.000000e-02,Improved,4,0,0,0
ET,2010,10,1,14.0940,39.5635,2497,1.300000e-01,Improved,4,0,0,0
ET,2010,10,2,10.3259,37.7983,2512,-9.999900e+02,HAR-1685,6,0,0,0
ET,2010,10,2,10.3812,38.1600,2429,-9.999900e+02,HAR-1685,3,0,0,0
ET,2010,10,2,10.4173,37.8360,2571,-9.999900e+02,HAR-1685,4,0,0,0
ET,2010,10,2,10.4378,38.0875,2504,-9.999900e+02,Dashen,-9,1,2,1
ET,2010,10,2,10.4536,37.9247,2607,-9.999900e+02,HAR-1685,5,0,0,0
ET,2010,10,2,10.4942,37.9780,2625,-9.999900e+02,Gomadie,4,0,0,0
ET,2010,10,2,10.5631,38.1492,2578,-9.999900e+02,Gassay,4,2,1,1
ET,2010,10,2,10.6116,38.1592,2527,-9.999900e+02,Dashen,-9,0,0,0
ET,2010,10,2,10.8901,38.0900,2641,-9.999900e+02,HAR-1685,3,0,0,0
ET,2010,10,3,10.8564,38.2817,2515,-9.999900e+02,HAR-1685,3,0,0,0
ET,2010,10,3,10.8866,38.2159,2680,-9.999900e+02,HAR-1685,3,0,0,0
ET,2010,10,3,10.8939,38.1833,2653,-9.999900e+02,HAR-1685,3,0,0,0
ET,2010,10,3,10.9256,38.0781,2653,-9.999900e+02,HAR-1685,3,0,0,0
ET,2010,10,3,10.9809,37.9607,2493,-9.999900e+02,NaN,3,0,0,0
ET,2010,10,3,11.1235,37.7586,1782,-9.999900e+02,HAR-1685,-9,0,0,0
ET,2010,10,4,11.8648,37.9963,2608,-9.999900e+02,HAR-604,-9,0,0,0
ET,2010,10,4,11.8952,37.9759,2438,1.300000e-01,Gomadie,5,3,2,1
ET,2010,10,4,11.9024,37.9678,2332,-9.999900e+02,NaN,-9,0,0,0
ET,2010,10,4,11.9030,37.9618,2300,-9.999900e+02,NaN,-9,0,0,0
ET,2010,10,4,12.1106,37.9013,2002,-9.999900e+02,Local,-9,0,0,0
ET,2010,10,4,12.1219,38.0615,2226,-9.999900e+02,Siquar sindie,-9,3,3,1
ET,2010,10,4,12.1307,38.0446,2161,-9.999900e+02,NaN,-9,0,0,0
ET,2010,10,4,13.4567,39.5050,2209,5.000000e-01,Improved,4,1,1,1
ET,2010,10,4,13.4589,39.5003,-9.999900e+02,1,Local,4,2,2,1
ET,2010,10,4,13.4669,39.5034,2219,7.500000e-01,Local,4,1,2,1
ET,2010,10,4,13.4682,39.4663,2188,1,Local,4,1,2,1
ET,2010,10,4,13.4757,39.5133,2238,7.500000e-01,Local,4,1,2,1
ET,2010,10,4,13.4782,39.5316,2235,5.000000e-01,Local,4,0,0,0
ET,2010,10,4,13.5235,39.5027,2009,6.000000e-02,Improved,4,3,3,1
ET,2010,10,4,13.5236,39.5024,2005,6.000000e-02,MIXTURE,4,1,3,1
ET,2010,10,5,11.7186,38.4439,3128,2.500000e-01,Six row,5,0,0,0
ET,2010,10,5,11.7186,38.4439,3128,-9.999900e+02,Abebie,-9,2,2,1
ET,2010,10,5,11.7343,38.3764,3092,1.300000e-01,HAR-1685,3,0,0,0
ET,2010,10,5,11.7529,38.4937,2836,1.300000e-01,NaN,-9,0,0,0
ET,2010,10,5,11.7545,38.2733,3219,5.000000e-01,Logaw shibo,5,0,0,0
ET,2010,10,5,11.7983,38.1447,2788,1.000000e-02,HAR-1688,5,0,0,0
ET,2010,10,5,13.5223,39.5148,2024,1.500000e-01,Improved,4,1,3,1
ET,2010,10,5,13.5230,39.5124,2014,7.500000e-01,Local,4,1,2,1
ET,2010,10,5,13.5234,39.5151,2023,5.000000e-01,MIXTURE,4,1,3,1
ET,2010,10,5,13.5238,39.5134,2019,2.500000e-01,Local,4,2,2,1
ET,2010,10,5,13.5278,39.5023,2011,1.300000e-01,Improved,4,0,0,0
ET,2010,10,5,13.5287,39.5023,2010,5.000000e-01,Local,4,0,0,0
ET,2010,10,6,11.6338,37.9831,2501,-9.999900e+02,NaN,-9,0,0,0
ET,2010,10,6,11.6480,37.6792,2469,1.300000e-01,Improved ,5,0,0,0
ET,2010,10,6,11.7001,38.1010,2707,-9.999900e+02,NaN,-9,0,0,0
ET,2010,10,6,11.7034,38.0608,2719,-9.999900e+02,NaN,-9,0,0,0
ET,2010,10,6,11.7756,38.1406,2875,1.300000e-01,Gomadie,4,0,0,0
ET,2010,10,8,12.4131,39.4336,1551,5.000000e-01,Dashen,6,1,1,1
ET,2010,10,8,12.4304,39.3218,2479,1,Shina,6,0,0,0
ET,2010,10,8,12.4355,39.4212,1620,2.500000e-01,Dashen,6,3,3,1
ET,2010,10,8,12.4357,39.4215,1611,2.500000e-01,Dashen,5,1,3,1
ET,2010,10,8,12.4404,39.3036,2549,2,Shina,6,0,0,0
ET,2010,10,8,12.4501,39.3833,1730,5.000000e-01,Dashen,6,1,1,1
ET,2010,10,8,12.4514,39.3017,2527,1,Shina,6,0,0,0
ET,2010,10,8,12.4517,39.4108,1654,1.500000e+00,Dashen,6,3,3,1
ET,2010,10,8,12.4538,39.2903,2486,1,Local,6,0,0,0
ET,2010,10,8,12.4553,39.3143,2460,2,Shina,6,0,0,0
ET,2010,10,8,12.4627,39.3342,2288,1,Hawi,6,1,1,1
ET,2010,10,8,12.4728,39.3808,1772,2.500000e-01,Hawi,6,0,0,0
ET,2010,10,10,6.5234,37.3845,2187,1,Tay,4,0,0,0
ET,2010,10,10,6.5234,37.3845,2187,2.000000e-01,HAR604,4,1,2,1
ET,2010,10,10,7.5287,37.4143,2515,2.500000e-01,HAR605,3,0,0,0
ET,2010,10,10,7.5503,37.3159,2462,1,HAR606,4,0,0,0
ET,2010,10,10,12.4055,39.3217,2461,2,Shina,5,0,0,0
ET,2010,10,10,12.4613,39.2507,2299,1,Dashen,6,0,0,0
ET,2010,10,10,12.4635,39.2612,2448,1.500000e+00,Dashen,5,0,0,0
ET,2010,10,10,12.4835,39.3254,2456,2,Hawi,5,0,0,0
ET,2010,10,10,12.5018,39.3335,2977,1,Dashen,5,0,0,0
ET,2010,10,10,12.5400,39.3114,2724,1,Local,6,0,0,0
ET,2010,10,10,12.5401,39.2024,1902,1,Dashen,6,1,1,1
ET,2010,10,10,12.5406,39.2314,2173,1,Local,6,0,0,0
ET,2010,10,10,12.5507,39.2849,1631,5.000000e-01,Dashen,5,0,0,0
ET,2010,10,10,12.5519,39.2601,2764,2,Dashen,6,0,0,0
ET,2010,10,10,12.5545,39.3203,2461,1,Dashen,5,0,0,0
ET,2010,10,10,12.5722,39.3128,2648,1,Dashen,6,0,0,0
ET,2010,10,11,7.4436,38.1480,1918,5.000000e-01,HAR1685,5,1,1,1
ET,2010,10,11,7.5227,37.3028,2581,5.000000e-01,HAR607,4,1,1,1
ET,2010,10,11,8.0252,38.0817,3068,1.500000e-01,HAR608,4,0,0,0
ET,2010,10,11,12.2923,39.2127,2727,5.000000e-01,Local,6,0,0,0
ET,2010,10,11,12.2952,39.1828,2437,5.000000e-01,Local,6,0,0,0
ET,2010,10,11,12.3007,39.2406,2559,2.500000e-01,Dashen,5,0,0,0
ET,2010,10,11,12.3024,39.1500,1848,1,Local,6,1,1,1
ET,2010,10,11,12.3049,39.1637,2130,5.000000e-01,Local,6,1,1,1
ET,2010,10,11,12.3054,39.2632,2718,5.000000e-01,Dashen,6,0,0,0
ET,2010,10,11,12.3108,39.2920,2491,2,Dashen,6,0,0,0
ET,2010,10,11,13.2232,39.2531,2153,2.500000e-01,Improved,5,0,0,0
ET,2010,10,11,13.2235,39.2518,2151,2.500000e-01,Improved,4,0,0,0
ET,2010,10,11,13.2242,39.2516,2159,2.500000e-01,Local,5,0,0,0
ET,2010,10,11,13.2267,39.2612,2213,1.300000e-01,HAR1685,5,0,0,0
ET,2010,10,11,13.2277,39.2587,2188,2.500000e-01,Local,4,0,0,0
ET,2010,10,11,13.2299,39.2619,2206,0,Local,4,0,0,0
ET,2010,10,11,13.2323,39.2652,2219,2.500000e-01,Local,5,0,0,0
ET,2010,10,11,13.2430,39.2746,2270,2.500000e-01,Local,5,0,0,0
ET,2010,10,11,13.2752,39.2885,2255,1.300000e-01,Improved,4,1,1,1
ET,2010,10,11,13.5235,39.5033,2014,1.300000e-01,Local,4,0,0,0
ET,2010,10,12,12.2821,39.3127,2377,1,Dashen,6,0,0,0
ET,2010,10,12,12.3242,39.3057,2490,6,KBG01,6,0,0,0
ET,2010,10,12,12.3434,39.2849,2461,-9.999900e+02,Dashen,6,0,0,0
ET,2010,10,12,12.3522,39.3206,2467,1,Dashen,6,0,0,0
ET,2010,10,12,12.3828,39.3203,2563,1,Dashen,6,0,0,0
ET,2010,10,13,12.2051,39.2231,2237,5.000000e-01,Local,5,1,2,1
ET,2010,10,13,12.2151,39.2707,2133,2.500000e-01,Local,6,0,0,0
ET,2010,10,13,12.2157,39.2441,2512,2,Local,6,0,0,0
ET,2010,10,13,12.2334,39.3425,1494,5.000000e-01,Dashen,6,2,3,1
ET,2010,10,13,12.2508,39.3323,1588,5.000000e-01,Dashen,6,1,3,1
ET,2010,10,13,12.3012,39.4554,1719,2.500000e-01,Dashen,6,1,3,1
ET,2010,10,13,12.3013,39.4554,1722,2.500000e-01,Dashen,5,0,0,0
ET,2010,10,13,12.5039,39.4140,1741,1,Dashen,6,0,0,0
ET,2010,10,14,12.4352,39.4208,1611,5.000000e-01,Dashen,6,1,1,1
ET,2010,10,14,12.4353,39.4210,1607,-9.999900e+02,Picaflor,6,3,3,1
ET,2010,10,14,12.4812,39.3912,1758,2,Dashen,6,1,1,1
ET,2010,10,15,7.3527,38.1149,1865,1.500000e+00,HAR604,3,0,0,0
ET,2010,10,15,8.0553,38.1731,2362,7.500000e-01,HAR604,3,0,0,0
ET,2010,10,15,8.0662,38.2446,1982,4,HAR1685,3,1,3,1
ET,2010,10,16,7.3410,37.5121,2304,5,HAR3116,3,0,0,0
ET,2010,10,16,7.3965,37.5305,2406,1,HAR604,3,0,0,0
ET,2010,10,16,7.4398,37.5339,2623,3.500000e-01,Local,2,0,0,0
ET,2010,10,16,7.4633,37.5603,2725,5.000000e-01,HAR605,3,0,0,0
ET,2010,10,17,7.2191,37.4734,2530,2.500000e+00,har3116,2,0,0,0
ET,2010,10,17,7.2191,37.4738,2530,2.500000e+00,har604,3,0,0,0
ET,2010,10,17,7.2447,37.4793,2291,2.500000e-01,har604,3,0,0,0
ET,2010,10,17,7.4071,37.4931,2629,2.500000e-01,Local,6,0,0,0
ET,2010,10,17,7.4127,37.4877,2585,4,har604,3,0,0,0
ET,2010,10,18,7.1712,37.5534,2103,2.500000e-01,HAR605,3,0,0,0
ET,2010,10,18,7.1814,37.4467,2685,1,HAR604,3,0,0,0
ET,2010,10,18,7.2018,37.5544,2176,7.500000e-01,HAR606,3,1,1,1
ET,2010,10,18,7.2080,37.5344,2176,2.500000e-01,HAR604,3,1,2,1
ET,2010,10,18,7.2082,37.5545,2156,1,HAR607,3,1,2,1
ET,2010,10,18,7.2341,37.5105,2161,2.500000e-01,HAR608,3,0,0,0
ET,2010,10,18,7.2341,37.5105,2161,2.100000e-01,HAR1889,3,1,1,1
ET,2010,10,18,7.4088,37.4731,2482,1,HAR604,4,0,0,0
ET,2010,10,26,8.6335,38.0432,2405,1.000000e-02,Dashen,4,1,1,1
ET,2010,10,26,8.6416,38.0692,2419,2.000000e-01,Dashen,5,1,1,1
ET,2010,10,26,8.6430,38.1140,2362,1.000000e-01,Dashen,5,1,1,1
ET,2010,10,26,8.6431,38.1311,2339,1.000000e-02,Kubsa,3,1,1,1
ET,2010,10,26,8.6441,38.1276,2344,1.000000e-02,Kubsa,5,1,1,1
ET,2010,10,26,8.7754,37.3180,2097,1.000000e-01,Kubsa,5,1,1,1
ET,2010,10,26,9.0349,38.3026,2402,-9.999900e+02,EWRTN #136,-9,1,1,1
ET,2010,10,27,6.9340,39.1861,2628,2.500000e-01,digelu,3,0,0,0
ET,2010,10,27,6.9382,39.1822,2619,5.000000e-01,Kubsa,5,0,0,0
ET,2010,10,27,6.9382,39.1822,2619,1,tuse,5,1,3,1
ET,2010,10,27,6.9412,39.1835,2584,1.500000e+00,mw,5,1,3,1
ET,2010,10,27,6.9463,39.1825,2562,2.500000e-01,Kubsa,5,2,3,1
ET,2010,10,27,6.9638,39.0855,2584,2.500000e-01,Kubsa,5,1,3,1
ET,2010,10,27,6.9747,39.1034,2512,1,mw,5,1,3,1
ET,2010,10,27,6.9756,39.0895,2548,5.000000e-01,digelu,5,1,1,1
ET,2010,10,27,6.9762,39.1168,2487,1,Kubsa,5,1,3,1
ET,2010,10,27,6.9920,39.1594,2425,1,Kubsa,5,1,3,1
ET,2010,10,27,6.9923,39.1429,2463,1,mw,5,0,0,0
ET,2010,10,27,6.9935,39.1778,2442,2,Kubsa,5,1,3,1
ET,2010,10,27,7.0012,39.1511,2434,1.500000e+00,digelu,5,1,1,1
ET,2010,10,27,7.0035,39.1294,2449,4,digelu,5,0,0,0
ET,2010,10,27,7.0201,39.1795,2407,2.500000e-01,tuse,5,1,3,1
ET,2010,10,27,7.0252,39.1587,2446,1,Kubsa,5,1,3,1
ET,2010,10,27,7.0379,39.1812,2388,2.000000e-01,Kubsa,5,1,3,1
ET,2010,10,27,8.4712,37.9548,1941,2.000000e-01,Dashen,4,1,1,1
ET,2010,10,27,8.4741,37.9555,1946,0,Kubsa,4,0,0,0
ET,2010,10,27,8.5086,37.9693,1996,5.000000e-01,Dashen,5,1,1,1
ET,2010,10,27,8.5735,37.9447,2061,1,Dashen,5,1,1,1
ET,2010,10,27,8.5748,37.9994,2121,2.000000e-01,Dashen,5,1,1,1
ET,2010,10,27,8.5949,37.8545,2059,7.000000e-01,Dashen,5,1,1,1
ET,2010,10,27,8.5979,37.9315,2121,2.000000e-01,Dashen,5,1,1,1
ET,2010,10,27,8.5991,38.0168,228,3.000000e-01,Dashen,5,1,1,1
ET,2010,10,27,8.5992,37.6155,2006,1,Dashen,5,1,1,1
ET,2010,10,27,8.6000,37.8811,2089,2.000000e-02,Improved,5,1,1,1
ET,2010,10,27,8.6012,37.7800,2024,3.000000e-01,Dashen,5,1,1,1
ET,2010,10,27,8.6015,37.9137,2100,5.000000e-01,Dashen,5,1,1,1
ET,2010,10,27,8.6174,38.0311,2317,1.000000e-02,Kubsa,5,1,1,1
ET,2010,10,27,8.6291,38.0398,2378,6.000000e-01,Kubsa,5,1,1,1
ET,2010,10,27,8.6419,37.9014,2239,1.000000e-02,Dashen,5,1,1,1
ET,2010,10,27,8.6668,37.8877,2351,3.000000e-01,Dashen,5,1,1,1
ET,2010,10,27,8.6795,37.8867,2504,1,Dashen,5,0,0,0
ET,2010,10,27,8.7132,37.8930,2661,2.000000e-01,Kubsa,4,0,0,0
ET,2010,10,27,8.7432,37.8787,2830,1.000000e-02,Kubsa,3,0,0,0
ET,2010,10,27,8.8168,37.9157,2132,1.000000e-01,NaN,5,1,1,1
ET,2010,10,28,6.7939,38.9137,2550,1.000000e-02,tuse,5,1,3,1
ET,2010,10,28,6.8409,38.9804,2615,2.500000e-01,k6295-4a,5,0,0,0
ET,2010,10,28,6.8561,39.0046,2625,5.000000e-01,k6295-4a,5,0,0,0
ET,2010,10,28,6.8639,39.0237,2745,2.500000e-01,Kubsa,5,1,3,1
ET,2010,10,28,6.8983,39.0541,2717,5.000000e-01,tuse,5,1,3,1
ET,2010,10,28,6.9409,39.0381,2606,2.500000e-01,tuse,5,1,3,1
ET,2010,10,28,6.9793,39.0178,2564,200,poven 76,5,0,0,0
ET,2010,10,28,6.9793,39.0178,2564,500,tuse,5,1,3,1
ET,2010,10,28,7.0037,39.0818,2494,2.500000e-01,tuse,5,2,3,1
ET,2010,10,28,7.0047,39.1088,2465,2,digelu,5,1,3,1
ET,2010,10,28,7.0068,39.0342,2529,1,digelu,5,1,1,1
ET,2010,10,28,7.0068,39.0342,2529,1,tuse,5,1,3,1
ET,2010,10,28,8.8359,37.8869,3032,1.000000e-02,Tiriticale,4,0,0,0
ET,2010,10,28,8.8497,37.8894,2931,0,Kubsa,4,0,0,0
ET,2010,10,28,8.8502,37.8901,2918,1.000000e-02,NaN,4,0,0,0
ET,2010,10,28,8.8515,37.8926,2893,2.000000e-01,Kubsa,5,0,0,0
ET,2010,10,28,8.8700,37.8931,2724,3.000000e-01,Kubsa,4,0,0,0
ET,2010,10,28,8.8793,37.8914,2670,2.000000e-01,Kubsa,5,1,1,1
ET,2010,10,28,8.8892,37.8882,2610,6.000000e-01,Kubsa,5,0,0,0
ET,2010,10,28,8.9028,37.8802,2517,2,Kubsa,5,0,0,0
ET,2010,10,29,6.9713,39.3068,2434,5.000000e-01,digelu,5,0,0,0
ET,2010,10,29,6.9871,39.3060,2397,1,digelu,5,1,3,1
ET,2010,10,29,6.9898,39.1910,2442,1.500000e+00,tuse,5,1,3,1
ET,2010,10,29,6.9940,39.2493,2404,5.000000e-01,digelu,5,0,0,0
ET,2010,10,29,6.9965,39.2968,2399,1,digelu,5,0,0,0
ET,2010,10,29,7.0024,39.2014,2425,1,digelu,5,1,3,1
ET,2010,10,29,7.0055,39.3397,2371,2.500000e-01,digelu,5,0,0,0
ET,2010,10,29,7.0086,39.3528,2372,2.500000e-01,digelu,5,1,1,1
ET,2010,10,29,7.0136,39.2158,2391,5.000000e-01,Kubsa,5,1,3,1
ET,2010,10,29,7.0193,39.2148,2389,5.000000e-01,Kubsa,5,1,1,1
ET,2010,10,29,7.0210,39.2773,2380,1.000000e-02,Kubsa,5,1,3,1
ET,2010,10,29,7.0231,39.2248,2380,2.500000e-01,digelu,5,1,3,1
ET,2010,10,29,7.0343,39.2367,2381,2.500000e-01,Kubsa,5,1,3,1
ET,2010,10,29,7.0468,39.2624,2365,2.500000e-01,Kubsa,5,1,3,1
ET,2010,10,29,7.0555,39.2467,2359,1,Kubsa,5,1,3,1
ET,2010,10,29,7.9921,39.2245,2429,1,digelu,5,0,0,0
ET,2010,10,29,7.9921,39.2245,2429,2.500000e-01,Kubsa,5,1,1,1
ET,2010,10,29,8.8039,38.1104,2311,2.000000e-01,Local(Boydo),4,1,3,1
ET,2010,10,29,8.8495,38.0971,2536,8.000000e-01,HAR 604,-9,1,1,1
ET,2010,10,29,8.8728,38.0973,2538,1.000000e-02,HAR 604,5,1,1,1
ET,2010,10,29,8.8873,38.0967,2504,1.000000e-01,Local(Biraye),5,0,0,0
ET,2010,10,29,8.9604,38.1172,2292,2.000000e-01,Local(Biraye),1,0,0,0
ET,2010,10,29,8.9670,37.9092,2217,2.000000e-01,Dashen,5,0,0,0
ET,2010,10,29,8.9709,37.1239,2254,2.000000e-01,Local(Biraye),2,0,0,0
ET,2010,10,29,8.9716,37.9237,2263,2.000000e-01,Local(Biraye),1,0,0,0
ET,2010,10,29,8.9739,37.9523,2391,3.000000e-01,Local(Biraye),1,0,0,0
ET,2010,10,29,8.9802,37.0256,2435,1.000000e-01,Dashen,5,0,0,0
ET,2010,10,29,9.0188,38.3444,2160,1.000000e-01,Local (Bonde),4,2,3,1
ET,2010,10,30,7.0247,39.4429,2454,2.500000e-01,digelu,5,0,0,0
ET,2010,10,30,7.0543,39.4781,2454,1,Kubsa,5,1,3,1
ET,2010,10,30,7.0879,39.4349,2370,200,digelu,5,0,0,0
ET,2010,10,30,7.0879,39.4349,2370,200,Kubsa,5,1,1,1
ET,2010,10,30,7.1384,39.4320,2333,2.500000e-01,Kubsa,5,1,3,1
ET,2010,10,30,7.1733,39.4651,2346,5.000000e-01,Kubsa,5,1,3,1
ET,2010,10,30,7.1774,39.4878,2401,2.500000e-01,Kubsa,5,1,3,1
ET,2010,10,30,7.1978,39.4935,2395,1,mw,5,1,1,1
ET,2010,10,30,7.1978,39.4935,2395,1,hawi,5,1,3,1
ET,2010,10,30,7.2596,39.5220,2350,5.000000e-01,digelu,5,0,0,0
ET,2010,10,30,7.2596,39.5220,2350,1,Kubsa,5,1,3,1
ET,2010,10,30,7.2768,39.5452,2421,1,galema,5,1,1,1
ET,2010,10,30,7.2951,39.5661,2412,5.000000e-01,Kubsa,5,1,3,1
ET,2010,10,31,7.1108,38.3758,2042,1,Pavon-76,4,1,1,1
ET,2010,11,1,7.7679,39.8766,2457,56,Gigelu,3,1,3,1
ET,2010,11,2,7.1152,38.3648,1981,2.500000e-01,HAR 1685/Kubsa,5,1,1,1
ET,2010,11,2,8.4101,38.3578,2095,1,HAR 1685,5,1,2,1
ET,2010,11,2,8.4475,38.3914,2213,1,HAR 1685,6,0,0,0
ET,2010,11,2,8.4845,38.3850,2127,2.500000e-01,HAR 1685,5,1,1,1
ET,2010,11,4,7.5394,39.9970,2780,1.300000e-01,Galama,3,1,3,1
ET,2010,11,4,7.5412,39.9520,2438,3.000000e-01,Medawelabu,3,2,3,1
ET,2010,11,4,7.5445,39.9327,2407,5.000000e-01,Galama,3,1,3,1
ET,2010,11,4,7.5790,39.8585,2416,5.000000e-01,Sofumer,4,0,0,0
ET,2010,11,4,7.6746,39.7732,2408,1.300000e-01,Galama,4,1,3,1
ET,2010,11,4,7.7106,39.7366,2377,2.500000e-01,Medawelabu,5,2,3,1
ET,2010,11,4,8.1240,39.3703,2217,2.500000e-01,Kubsa,4,1,1,1
ET,2010,11,4,8.1362,39.4262,2378,1.300000e-01,Tuse,3,1,3,1
ET,2010,11,4,8.3769,38.3062,2278,8.000000e-01,HAR 1685,6,0,0,0
ET,2010,11,4,8.3776,38.3008,2272,-9.999900e+02,Improved,6,0,0,0
ET,2010,11,4,8.3844,38.3390,2116,2.500000e-01,HAR 1685,6,1,1,1
ET,2010,11,4,8.4832,38.2061,2075,2.500000e-01,Local,4,0,0,0
ET,2010,11,5,7.7054,40.1218,2463,5.000000e-01,Medawelabu,4,1,1,1
ET,2010,11,5,7.7298,40.0523,2482,2.500000e-01,Galama,3,1,1,1
ET,2010,11,5,7.7496,39.9800,2452,2.500000e-01,Galama,4,1,1,1
ET,2010,11,5,7.7608,39.8721,2463,79,Hawi,4,1,3,1
ET,2010,11,5,7.7612,39.8813,2457,83,Galama,4,1,3,1
ET,2010,11,5,7.7667,39.8797,2456,78,Sofumer,4,1,3,1
ET,2010,11,5,7.7981,39.8932,2468,5.000000e-01,Galama,3,3,1,1
ET,2010,11,5,7.8046,39.8544,2465,7.000000e-01,Kubsa,4,1,1,1
ET,2010,11,5,7.8264,39.7684,2445,5.000000e-01,Unknown,3,1,2,1
ET,2010,11,5,7.8503,39.7116,2453,2.500000e-01,Medawelabu,3,1,1,1
ET,2010,11,5,8.3612,37.5447,2102,-9.999900e+02,HAR 1685,5,1,2,1
ET,2010,11,5,8.4455,38.1730,2113,5.000000e-01,HAR 1685,6,1,1,1
ET,2010,11,6,7.7146,39.1560,2456,5.000000e-01,Gisso,6,0,0,0
ET,2010,11,6,7.8126,39.6459,2433,2.500000e-01,Medawelabu,3,1,1,1
ET,2010,11,6,8.0582,37.4346,2710,2.500000e-01,Israel,4,0,0,0
ET,2010,11,6,8.3865,38.0766,2385,2.500000e-01,Improved,6,2,1,1
ET,2010,11,6,8.9656,37.5294,2220,1,Giso,6,1,1,1
ET,2010,11,6,8.9712,37.6621,2422,5.000000e-01,Israel,4,1,2,1
ET,2010,11,6,8.9767,37.5880,2391,1.300000e-01,T.aethiopicum,5,0,0,0
ET,2010,11,6,8.9774,37.4692,2628,2.000000e-02,Mobil,4,0,0,0
ET,2010,11,6,8.9783,37.6850,2451,5.000000e-01,Dashen,5,1,1,1
ET,2010,11,6,9.0436,37.4514,2609,1,Mobil,5,0,0,0
ET,2010,11,6,9.0854,37.3785,2862,5.000000e-01,Gisso,3,0,0,0
ET,2010,11,6,9.1859,37.3330,2587,2.500000e-01,Gisso,6,1,1,1
ET,2010,11,6,9.2111,37.3359,2454,3.000000e-02,Keniya,5,1,1,1
ET,2010,11,6,9.2117,37.3593,2471,2,Improved,5,0,0,0
ET,2010,11,6,9.3780,37.4116,2294,2.500000e-01,Kubsa,5,1,1,1
ET,2010,11,6,9.5015,37.4308,2292,2.500000e-01,Kubsa,5,0,0,0
ET,2010,11,7,8.8788,38.0246,2386,1.500000e+00,Improved,6,0,0,0
ET,2010,11,8,7.5308,38.9462,2626,2.500000e-01,Simba,3,1,1,1
ET,2010,11,8,7.5341,38.9219,2492,2.500000e-01,Tusei,3,1,1,1
ET,2010,11,8,7.5653,38.9859,2657,2.500000e-01,Unknown,3,3,1,1
ET,2010,11,8,7.5913,38.9855,2607,5.000000e-01,Tusei,5,1,1,1
ET,2010,11,8,7.6303,38.9906,2580,2.500000e-01,Tusei,4,1,1,1
ET,2010,11,8,8.3609,37.5581,2116,1,HAR 1685,5,2,2,1
ET,2010,11,8,8.3766,37.5428,2168,1.500000e+00,Improved,5,2,2,1
ET,2010,11,8,8.4079,37.5323,2504,1,Improved,4,0,0,0
ET,2010,11,8,8.5268,37.5346,2670,2.500000e-01,Improved,3,0,0,0
ET,2010,11,8,8.5909,37.4356,2286,1,Improved,6,0,0,0
ET,2010,11,8,8.5951,37.3742,2383,1.500000e+00,Improved,5,0,0,0
ET,2010,11,8,8.5981,37.4134,2412,1,Improved,5,0,0,0
ET,2010,11,8,8.7397,36.4817,2315,-9.999900e+02,Improved,5,0,0,0
ET,2010,11,8,8.8019,36.4801,2452,2.500000e-01,Kubsa,5,0,0,0
ET,2010,11,8,8.8282,36.4809,2434,5.000000e-01,Kubsa,5,0,0,0
ET,2010,11,8,8.8673,36.4476,2264,2.500000e-01,Kubsa,5,0,0,0
ET,2010,11,8,8.9221,36.4758,2189,2.000000e-02,Kubsa,5,0,0,0
ET,2010,11,8,9.1611,37.0554,1852,5.000000e-01,Improved,4,0,0,0
